"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","303","API booking creation without authentication shows error","chromium","2026-03-31","passed","2026-03-31","","payment-api.spec.js","",""
"","30368","test8","webkit","2026-03-31","broken","2026-03-31","","cart.spec.js","",""
"","5926","TC01 - Dashboard loads successfully","chromium","2026-03-31","failed","2026-03-31","","dashboard.spec.js","",""
"","8898","TC19 - Doctor page loads correctly","webkit","2026-03-31","passed","2026-03-31","","details.spec.js","",""
"","7833","test7","firefox","2026-03-31","passed","2026-03-31","","profile.spec.js","",""
"","3297","TC18 - Save profile changes","chromium","2026-03-31","passed","2026-03-31","","dashboard.spec.js","",""
"","8977","TC22 - Verify headings present","webkit","2026-03-31","failed","2026-03-31","","dashboard.spec.js","",""
"","6836","TC18 - UI stability on reload","firefox","2026-03-31","passed","2026-03-31","","details.spec.js","",""
"","3712","TC21 - Multiple navigation stability","chromium","2026-03-31","passed","2026-03-31","","dashboard.spec.js","",""
"","10450","test","firefox","2026-04-01","passed","2026-04-01","","payment.spec.js","",""
"","10222","TC09 - Navigate back to Dashboard","webkit","2026-03-31","failed","2026-03-31","","dashboard.spec.js","",""
"","11741","TC06 - About section visible","webkit","2026-03-31","passed","2026-03-31","","details.spec.js","",""
"","30090","TC10 - Clear Email Field","firefox","2026-03-31","broken","2026-03-31","Login Tests (POM)","login.spec.js","",""
"","2732","TC08 - Invalid Email Format","webkit","2026-03-31","passed","2026-03-31","","register.spec.js","",""
"","3543","test6","chromium","2026-03-31","passed","2026-03-31","","profile.spec.js","",""
"","3777","API payment processing after booking","firefox","2026-03-31","passed","2026-03-31","","payment-api.spec.js","",""
"","30042","Search raghu or no doctors","chromium","2026-03-31","broken","2026-03-31","","search.spec.js","",""
"","2589","TC02 - Empty Form","webkit","2026-03-31","passed","2026-03-31","","register.spec.js","",""
"","2075","TC05 - Password Case Sensitive","chromium","2026-03-31","passed","2026-03-31","Login Tests (POM)","login.spec.js","",""
"","2349","TC07 - Spaces in Input","firefox","2026-03-31","passed","2026-03-31","Login Tests (POM)","login.spec.js","",""
"","30101","Search Cardiology","firefox","2026-03-31","broken","2026-03-31","","search.spec.js","",""
"","5644","TC04 - Location visible","chromium","2026-03-31","passed","2026-03-31","","details.spec.js","",""
"","1852","TC07 - Spaces in Input","chromium","2026-03-31","passed","2026-03-31","Login Tests (POM)","login.spec.js","",""
"","30187","test10","firefox","2026-04-01","broken","2026-04-01","","payment.spec.js","",""
"","30098","test10","webkit","2026-04-01","broken","2026-04-01","","payment.spec.js","",""
"","7394","Sort fee ascending","firefox","2026-03-31","passed","2026-03-31","","search.spec.js","",""
"","1903","TC06 - Invalid Phone Number","chromium","2026-03-31","passed","2026-03-31","","register.spec.js","",""
"","10966","TC09 - Time dropdown visible","webkit","2026-03-31","passed","2026-03-31","","details.spec.js","",""
"","4190","test02","firefox","2026-03-31","passed","2026-03-31","","profile.spec.js","",""
"","6273","Filter Orthopedics","webkit","2026-03-31","passed","2026-03-31","","search.spec.js","",""
"","30153","08 testing invalid card expired deetails","firefox","2026-04-01","broken","2026-04-01","","payment.spec.js","",""
"","8303","TC17 - Enter phone number","webkit","2026-03-31","passed","2026-03-31","","dashboard.spec.js","",""
"","2642","TC09 - Password too short","webkit","2026-03-31","passed","2026-03-31","","register.spec.js","",""
"","30010","API booking creation with invalid data shows error","chromium","2026-03-31","broken","2026-03-31","","payment-api.spec.js","",""
"","1721","TC13 - Phone validation","chromium","2026-03-31","passed","2026-03-31","","register.spec.js","",""
"","4194","TC01 - Valid Registration","firefox","2026-03-31","passed","2026-03-31","","register.spec.js","",""
"","2044","TC01 - Invalid Login","firefox","2026-03-31","passed","2026-03-31","Login Tests (POM)","login.spec.js","",""
"","4638","test5","chromium","2026-03-31","passed","2026-03-31","","cart.spec.js","",""
"","6036","TC06 - About section visible","firefox","2026-03-31","passed","2026-03-31","","details.spec.js","",""
"","2627","TC08 - Invalid Email shows error","firefox","2026-03-31","passed","2026-03-31","Login Tests (POM)","login.spec.js","",""
"","3979","API payment processing with invalid booking ID shows error","firefox","2026-03-31","passed","2026-03-31","","payment-api.spec.js","",""
"","1853","TC02 - Empty login validation","chromium","2026-03-31","passed","2026-03-31","Login Tests (POM)","login.spec.js","",""
"","6359","TC04 - Location visible","firefox","2026-03-31","passed","2026-03-31","","details.spec.js","",""
"","30064","Search raghu or no doctors","webkit","2026-03-31","broken","2026-03-31","","search.spec.js","",""
"","7070","test5","webkit","2026-03-31","passed","2026-03-31","","profile.spec.js","",""
"","6955","TC06 Expiry current month edge case","firefox","2026-04-01","passed","2026-04-01","","payment.spec.js","",""
"","8564","TC16 - Enter DOB","webkit","2026-03-31","passed","2026-03-31","","dashboard.spec.js","",""
"","333","API payment processing without authentication shows error","chromium","2026-03-31","passed","2026-03-31","","payment-api.spec.js","",""
"","313","API booking history retrieval without authentication shows error","webkit","2026-03-31","passed","2026-03-31","","payment-api.spec.js","",""
"","7992","TC05 - Total spent visible","webkit","2026-03-31","passed","2026-03-31","","dashboard.spec.js","",""
